# ----- Rotor performance tables for the WEIS Turbine wind turbine ----- 
# ------------ Written on Aug-22-24 using the ROSCO toolbox ------------ 

# Pitch angle vector, 51 entries - x axis (matrix columns) (deg)
-5.0000    -3.8776    -2.7551    -1.6327    -0.5102     0.0000     0.6122     1.7347     2.8571     3.9796     5.1020     6.2245     7.3469     8.4694     9.5918    10.7143    11.8367    12.9592    14.0816    15.2041    16.3265    17.4490    18.5714    19.6939    20.8163    21.9388    23.0612    24.1837    25.3061    26.4286    27.5510    28.6735    29.7959    30.9184    32.0408    33.1633    34.2857    35.4082    36.5306    37.6531    38.7755    39.8980    41.0204    42.1429    43.2653    44.3878    45.5102    46.6327    47.7551    48.8776    50.0000   
# TSR vector, 50 entries - y axis (matrix rows) (-)
2.0000     2.4694     2.9388     3.4082     3.8776     4.3469     4.8163     5.2857     5.7551     6.2245     6.6939     7.1633     7.6327     8.1020     8.5714     9.0408     9.5102     9.9796    10.4490    10.9184    11.3878    11.8571    12.3265    12.7959    13.2653    13.7347    14.2041    14.6735    15.1429    15.6122    16.0816    16.5510    17.0204    17.4898    17.9592    18.4286    18.8980    19.3673    19.8367    20.3061    20.7755    21.2449    21.7143    22.1837    22.6531    23.1224    23.5918    24.0612    24.5306    25.0000    
# Wind speed vector - z axis (m/s)
12.5    

# Power coefficient

0.1486	0.1916	0.2333	0.2717	0.3050	0.3180	0.3320	0.3523	0.3628	0.3605	0.3407	0.3008	0.2431	0.1708	0.0854	-0.0127	-0.1231	-0.2449	-0.3768	-0.5162	-0.6596	-0.8051	-0.9536	-1.1060	-1.2578	-1.4148	-1.5918	-1.7397	-1.9910	-2.2596	-2.3659	-2.5562	-2.7822	-3.0369	-3.3148	-3.6078	-3.9058	-4.2010	-4.4897	-4.7698	-5.0394	-5.2966	-5.5403	-5.7713	-5.9912	-6.2020	-6.4052	-6.6027	-6.7961	-6.9873	-7.1775	
0.1036	0.1486	0.1939	0.2371	0.2749	0.2896	0.3053	0.3285	0.3411	0.3411	0.3236	0.2843	0.2238	0.1461	0.0529	-0.0552	-0.1772	-0.3121	-0.4578	-0.6110	-0.7682	-0.9281	-1.0924	-1.2611	-1.4285	-1.6067	-1.8046	-1.9586	-2.2965	-2.5365	-2.6819	-2.9057	-3.1674	-3.4604	-3.7780	-4.1103	-4.4457	-4.7766	-5.0995	-5.4123	-5.7127	-5.9988	-6.2696	-6.5264	-6.7713	-7.0062	-7.2331	-7.4539	-7.6706	-7.8852	-8.0988	
0.0595	0.1051	0.1524	0.1995	0.2421	0.2587	0.2763	0.3024	0.3171	0.3192	0.3035	0.2651	0.2019	0.1184	0.0167	-0.1020	-0.2366	-0.3854	-0.5455	-0.7133	-0.8852	-1.0608	-1.2423	-1.4284	-1.6127	-1.8151	-2.0333	-2.1944	-2.6415	-2.8390	-3.0272	-3.2868	-3.5875	-3.9222	-4.2826	-4.6569	-5.0323	-5.4014	-5.7610	-6.1087	-6.4421	-6.7590	-7.0588	-7.3434	-7.6151	-7.8760	-8.1284	-8.3745	-8.6164	-8.8562	-9.0951	
0.0182	0.0621	0.1103	0.1597	0.2066	0.2252	0.2449	0.2741	0.2911	0.2948	0.2805	0.2430	0.1773	0.0875	-0.0232	-0.1535	-0.3015	-0.4648	-0.6403	-0.8234	-1.0109	-1.2037	-1.4038	-1.6083	-1.8111	-2.0409	-2.2778	-2.4518	-3.0185	-3.1710	-3.4026	-3.7010	-4.0441	-4.4238	-4.8303	-5.2492	-5.6672	-6.0772	-6.4760	-6.8611	-7.2296	-7.5794	-7.9103	-8.2248	-8.5252	-8.8141	-9.0939	-9.3671	-9.6361	-9.9031	-10.1691	
-0.0189	0.0210	0.0681	0.1187	0.1685	0.1890	0.2110	0.2436	0.2630	0.2680	0.2547	0.2179	0.1497	0.0534	-0.0672	-0.2097	-0.3718	-0.5506	-0.7421	-0.9414	-1.1459	-1.3571	-1.5772	-1.8013	-2.0247	-2.2842	-2.5379	-2.7397	-3.3970	-3.5340	-3.8091	-4.1497	-4.5386	-4.9669	-5.4224	-5.8890	-6.3524	-6.8060	-7.2467	-7.6715	-8.0775	-8.4623	-8.8265	-9.1728	-9.5040	-9.8229	-10.1321	-10.4344	-10.7325	-11.0288	-11.3238	
-0.0518	-0.0168	0.0269	0.0772	0.1284	0.1503	0.1744	0.2106	0.2327	0.2390	0.2264	0.1897	0.1192	0.0158	-0.1152	-0.2709	-0.4479	-0.6430	-0.8513	-1.0677	-1.2904	-1.5216	-1.7631	-2.0076	-2.2542	-2.5455	-2.8133	-3.0723	-3.7713	-3.9284	-4.2480	-4.6341	-5.0724	-5.5529	-6.0608	-6.5779	-7.0895	-7.5897	-8.0749	-8.5420	-8.9878	-9.4098	-9.8095	-10.1899	-10.5540	-10.9049	-11.2455	-11.5790	-11.9083	-12.2359	-12.5620	
-0.0812	-0.0507	-0.0121	0.0358	0.0873	0.1098	0.1354	0.1753	0.2003	0.2077	0.1956	0.1584	0.0855	-0.0254	-0.1676	-0.3371	-0.5299	-0.7421	-0.9681	-1.2026	-1.4449	-1.6975	-1.9618	-2.2279	-2.5007	-2.8250	-3.1041	-3.4599	-4.1585	-4.3548	-4.7205	-5.1556	-5.6472	-6.1834	-6.7470	-7.3176	-7.8805	-8.4301	-8.9627	-9.4747	-9.9627	-10.4244	-10.8618	-11.2785	-11.6776	-12.0626	-12.4369	-12.8037	-13.1663	-13.5273	-13.8865	
-0.1080	-0.0817	-0.0481	-0.0047	0.0458	0.0683	0.0944	0.1374	0.1655	0.1740	0.1623	0.1239	0.0484	-0.0703	-0.2244	-0.4084	-0.6180	-0.8481	-1.0926	-1.3465	-1.6097	-1.8854	-2.1737	-2.4625	-2.7649	-3.1226	-3.4108	-3.8952	-4.5674	-4.8136	-5.2278	-5.7157	-6.2642	-6.8599	-7.4825	-8.1098	-8.7272	-9.3293	-9.9121	-10.4717	-11.0043	-11.5081	-11.9857	-12.4409	-12.8773	-13.2987	-13.7087	-14.1110	-14.5092	-14.9058	-15.3002	
-0.1330	-0.1103	-0.0811	-0.0432	0.0041	0.0263	0.0522	0.0970	0.1283	0.1381	0.1264	0.0862	0.0079	-0.1192	-0.2858	-0.4852	-0.7123	-0.9612	-1.2252	-1.4997	-1.7852	-2.0856	-2.3993	-2.7121	-3.0475	-3.4387	-3.7341	-4.3675	-5.0030	-5.3056	-5.7711	-6.3156	-6.9250	-7.5839	-8.2689	-8.9562	-9.6313	-10.2890	-10.9250	-11.5349	-12.1148	-12.6632	-13.1834	-13.6795	-14.1555	-14.6155	-15.0636	-15.5037	-15.9397	-16.3741	-16.8059	
-0.1565	-0.1371	-0.1120	-0.0792	-0.0370	-0.0160	0.0093	0.0543	0.0887	0.0998	0.0880	0.0454	-0.0362	-0.1721	-0.3518	-0.5674	-0.8129	-1.0816	-1.3661	-1.6624	-1.9718	-2.2984	-2.6388	-2.9772	-3.3490	-3.7733	-4.0748	-4.8893	-5.4685	-5.8314	-6.3517	-6.9566	-7.6310	-8.3569	-9.1079	-9.8585	-10.5947	-11.3113	-12.0034	-12.6665	-13.2964	-13.8920	-14.4573	-14.9967	-15.5147	-16.0157	-16.5042	-16.9844	-17.4606	-17.9350	-18.4064	
